School DBN,Date,Enrolled,Absent,Present,Released
01M015,20180905,172,19,153,0
01M015,20180906,171,17,154,0
01M015,20180907,172,14,158,0
01M015,20180912,173,7,166,0
01M015,20180913,173,9,164,0
01M015,20180914,173,11,162,0
01M015,20180917,173,10,163,0
01M015,20180918,174,7,167,0
01M015,20180920,174,7,167,0
01M015,20180921,174,8,166,0
01M015,20180924,174,13,161,0
01M015,20180925,174,9,165,0
01M015,20180926,174,6,168,0
01M015,20180927,173,7,166,0
01M015,20180928,173,15,158,0
01M015,20181001,172,4,168,0
01M015,20181002,172,7,165,0
01M015,20181003,171,8,163,0
01M015,20181004,171,10,161,0
01M015,20181005,170,8,162,0
01M015,20181009,170,14,156,0
01M015,20181010,170,11,159,0
01M015,20181011,170,9,161,0
01M015,20181012,170,11,159,0
01M015,20181015,170,11,159,0
01M015,20181016,170,6,164,0
01M015,20181017,170,5,165,0
01M015,20181018,170,8,162,0
01M015,20181019,170,14,156,0
01M015,20181022,170,20,150,0
01M015,20181023,171,5,166,0
01M015,20181024,171,9,162,0
01M015,20181025,171,6,165,0
01M015,20181026,171,10,161,0
01M015,20181029,174,11,163,0
01M015,20181030,174,6,168,0
01M015,20181031,174,13,161,0
01M015,20181101,174,8,166,0
01M015,20181102,174,17,157,0
01M015,20181105,174,7,167,0
01M015,20181107,174,10,164,0
01M015,20181108,174,13,161,0
01M015,20181109,174,11,163,0
01M015,20181113,174,14,160,0
01M015,20181114,174,7,167,0
01M015,20181115,174,49,125,0
01M015,20181116,174,22,152,0
01M015,20181119,174,13,161,0
01M015,20181120,172,11,161,0
01M015,20181121,172,29,143,0
01M015,20181126,172,17,155,0
01M015,20181127,173,10,163,0
01M015,20181128,173,15,158,0
01M015,20181129,173,13,160,0
01M015,20181130,173,7,166,0
01M015,20181203,173,13,160,0
01M015,20181204,173,9,164,0
01M015,20181205,173,7,166,0
01M015,20181206,173,4,169,0
01M015,20181207,173,9,164,0
01M015,20181210,173,12,161,0
01M015,20181211,173,12,161,0
01M015,20181212,173,7,166,0
01M015,20181213,173,5,168,0
01M015,20181214,176,6,170,0
01M015,20181217,174,16,158,0
01M015,20181218,174,11,163,0
01M015,20181219,175,23,152,0
01M015,20181220,175,24,151,0
01M015,20181221,175,40,135,0
01M015,20190102,176,31,145,0
01M015,20190103,176,21,155,0
01M015,20190104,176,15,161,0
01M015,20190107,174,10,164,0
01M015,20190108,174,13,161,0
01M015,20190109,174,11,163,0
01M015,20190110,175,6,169,0
01M015,20190111,174,6,168,0
01M015,20190114,174,14,160,0
01M015,20190115,174,13,161,0
01M015,20190116,174,7,167,0
01M015,20190117,174,12,162,0
01M015,20190118,174,15,159,0
01M015,20190122,173,23,150,0
01M015,20190123,173,19,154,0
01M015,20190124,173,18,155,0
01M015,20190125,173,15,158,0
01M015,20190128,175,10,165,0
01M015,20190129,174,7,167,0
01M015,20190130,174,17,157,0
01M015,20190131,174,52,111,11
01M015,20190201,175,21,154,0
01M015,20190204,175,22,153,0
01M015,20190206,175,24,151,0
01M015,20190207,175,22,153,0
01M015,20190208,175,38,137,0
01M015,20190211,175,21,154,0
01M015,20190212,175,27,148,0
01M015,20190213,175,11,164,0
01M015,20190214,175,3,172,0
01M015,20190215,174,13,161,0
01M015,20190225,174,18,156,0
01M015,20190226,174,9,165,0
01M015,20190227,174,12,162,0
01M015,20190228,174,7,167,0
01M015,20190301,174,16,158,0
01M015,20190305,174,7,167,0
01M015,20190306,174,9,165,0
01M015,20190307,175,12,163,0
01M015,20190308,175,10,165,0
01M015,20190311,175,18,157,0
01M015,20190312,175,9,166,0
01M015,20190313,175,9,166,0
01M015,20190314,175,36,139,0
01M015,20190315,175,12,163,0
01M015,20190318,175,11,164,0
01M015,20190319,175,9,166,0
01M015,20190320,175,10,165,0
01M015,20190321,175,13,162,0
01M015,20190322,175,19,156,0
01M015,20190325,175,11,164,0
01M015,20190326,175,10,165,0
01M015,20190327,177,12,165,0
01M015,20190328,177,9,168,0
01M015,20190329,177,11,166,0
01M015,20190401,175,18,157,0
01M015,20190402,175,8,167,0
01M015,20190403,175,10,165,0
01M015,20190404,175,11,164,0
01M015,20190405,175,10,165,0
01M015,20190408,173,7,166,0
01M015,20190409,173,8,165,0
01M015,20190410,173,8,165,0
01M015,20190411,173,8,165,0
01M015,20190412,173,16,157,0
01M015,20190415,173,6,167,0
01M015,20190416,174,5,169,0
01M015,20190417,174,6,168,0
01M015,20190418,173,13,160,0
01M015,20190429,173,20,153,0
01M015,20190430,173,7,166,0
01M015,20190501,173,4,169,0
01M015,20190502,173,4,169,0
01M015,20190503,175,6,169,0
01M015,20190506,175,11,164,0
01M015,20190507,174,10,164,0
01M015,20190508,174,7,167,0
01M015,20190509,174,9,165,0
01M015,20190510,174,13,161,0
01M015,20190513,174,13,161,0
01M015,20190514,174,12,162,0
01M015,20190515,174,8,156,10
01M015,20190516,174,11,163,0
01M015,20190517,174,10,164,0
01M015,20190520,174,7,167,0
01M015,20190521,174,3,171,0
01M015,20190522,174,8,166,0
01M015,20190523,174,9,165,0
01M015,20190524,174,7,167,0
01M015,20190528,172,7,165,0
01M015,20190529,172,6,166,0
01M015,20190530,172,7,165,0
01M015,20190531,172,6,166,0
01M015,20190603,174,6,168,0
01M015,20190605,174,10,164,0
01M015,20190607,175,10,165,0
01M015,20190610,175,15,160,0
01M015,20190612,175,12,163,0
01M015,20190613,175,14,161,0
01M015,20190614,175,9,166,0
01M015,20190617,174,11,163,0
01M015,20190618,174,18,156,0
01M015,20190619,174,11,163,0
01M015,20190620,174,21,153,0
01M015,20190621,174,27,147,0
01M015,20190624,174,21,153,0
01M015,20190625,174,37,137,0
01M015,20190626,174,45,129,0
01M019,20180905,243,21,222,0
01M019,20180906,244,23,221,0
01M019,20180907,246,14,232,0
01M019,20180912,244,13,231,0
01M019,20180913,246,12,234,0
01M019,20180914,247,8,239,0
01M019,20180917,247,14,233,0
01M019,20180918,247,16,231,0
01M019,20180920,248,17,231,0
01M019,20180921,249,18,231,0
01M019,20180924,249,12,237,0
01M019,20180925,249,17,232,0
01M019,20180926,249,17,232,0
01M019,20180927,249,6,243,0
01M019,20180928,249,19,230,0
01M019,20181001,248,11,237,0
01M019,20181002,248,7,241,0
01M019,20181003,248,0,1,247
01M019,20181004,248,101,147,0
01M019,20181005,249,26,223,0
01M019,20181009,249,10,239,0
01M019,20181010,249,9,240,0
01M019,20181011,249,13,236,0
01M019,20181012,249,20,229,0
01M019,20181015,249,18,231,0
01M019,20181016,249,12,237,0
01M019,20181017,249,9,240,0
01M019,20181018,249,11,238,0
01M019,20181019,249,17,232,0
01M019,20181022,249,21,228,0
01M019,20181023,249,11,238,0
01M019,20181024,249,12,237,0
01M019,20181025,249,10,239,0
01M019,20181026,249,22,227,0
01M019,20181029,249,24,225,0
01M019,20181030,249,15,234,0
01M019,20181031,249,16,233,0
01M019,20181101,249,22,227,0
01M019,20181102,249,14,235,0
01M019,20181105,249,20,229,0
01M019,20181107,249,10,239,0
01M019,20181108,249,8,240,1
01M019,20181109,249,22,227,0
01M019,20181113,249,24,225,0
01M019,20181114,250,12,238,0
01M019,20181115,250,76,174,0
01M019,20181116,250,46,204,0
01M019,20181119,249,9,240,0
01M019,20181120,249,12,237,0
01M019,20181121,249,31,218,0
01M019,20181126,250,18,232,0
01M019,20181127,251,14,237,0
01M019,20181128,251,17,234,0
01M019,20181129,251,11,240,0
01M019,20181130,251,29,222,0
01M019,20181203,254,21,233,0
01M019,20181204,254,26,227,1
01M019,20181205,254,12,242,0
01M019,20181206,254,13,241,0
01M019,20181207,254,20,234,0
01M019,20181210,254,29,225,0
01M019,20181211,254,21,233,0
01M019,20181212,255,13,242,0
01M019,20181213,255,10,245,0
01M019,20181214,255,12,243,0
01M019,20181217,255,28,227,0
01M019,20181218,255,19,236,0
01M019,20181219,255,21,234,0
01M019,20181220,255,18,237,0
01M019,20181221,255,33,222,0
01M019,20190102,256,33,223,0
01M019,20190103,256,22,234,0
01M019,20190104,256,25,231,0
01M019,20190107,256,30,226,0
01M019,20190108,256,29,227,0
01M019,20190109,256,20,236,0
01M019,20190110,256,15,241,0
01M019,20190111,256,31,225,0
01M019,20190114,256,22,234,0
01M019,20190115,256,23,233,0
01M019,20190116,256,22,234,0
01M019,20190117,256,18,238,0
01M019,20190118,256,42,214,0
01M019,20190122,255,33,222,0
01M019,20190123,255,25,230,0
01M019,20190124,255,17,238,0
01M019,20190125,255,23,232,0
01M019,20190128,255,20,235,0
01M019,20190129,253,17,236,0
01M019,20190130,253,25,228,0
01M019,20190131,253,106,136,11
01M019,20190201,253,30,223,0
01M019,20190204,255,17,238,0
01M019,20190206,255,10,245,0
01M019,20190207,255,20,235,0
01M019,20190208,255,20,235,0
01M019,20190211,255,19,236,0
01M019,20190212,255,36,219,0
01M019,20190213,255,20,235,0
01M019,20190214,255,18,237,0
01M019,20190215,255,30,225,0
01M019,20190225,255,28,227,0
01M019,20190226,256,22,234,0
01M019,20190227,256,20,236,0
01M019,20190228,256,19,237,0
01M019,20190301,256,27,229,0
01M019,20190305,256,23,233,0
01M019,20190306,256,23,233,0
01M019,20190307,258,27,231,0
01M019,20190308,257,19,238,0
01M019,20190311,256,23,233,0
01M019,20190312,256,15,241,0
01M019,20190313,256,18,238,0
01M019,20190314,256,82,174,0
01M019,20190315,256,20,236,0
01M019,20190318,255,18,237,0
01M019,20190319,255,13,242,0
01M019,20190320,255,17,238,0
01M019,20190321,255,18,237,0
01M019,20190322,255,33,222,0
01M019,20190325,255,23,232,0
01M019,20190326,255,15,240,0
01M019,20190327,255,21,234,0
01M019,20190328,255,12,243,0
01M019,20190329,255,21,234,0
01M019,20190401,255,15,240,0
01M019,20190402,255,15,240,0
01M019,20190403,255,16,239,0
01M019,20190404,255,18,237,0
01M019,20190405,255,20,235,0
01M019,20190408,255,23,232,0
01M019,20190409,255,21,234,0
01M019,20190410,255,15,240,0
01M019,20190411,255,13,242,0
01M019,20190412,255,25,230,0
01M019,20190415,255,21,234,0
01M019,20190416,255,16,239,0
01M019,20190417,255,15,240,0
01M019,20190418,255,27,228,0
01M019,20190429,255,29,226,0
01M019,20190430,254,14,240,0
01M019,20190501,254,18,236,0
01M019,20190502,254,17,237,0
01M019,20190503,254,24,230,0
01M019,20190506,254,23,231,0
01M019,20190507,254,18,236,0
01M019,20190508,254,13,241,0
01M019,20190509,254,16,238,0
01M019,20190510,254,26,228,0
01M019,20190513,254,31,223,0
01M019,20190514,254,12,242,0
01M019,20190515,254,12,231,11
01M019,20190516,254,22,232,0
01M019,20190517,254,32,222,0
01M019,20190520,254,18,236,0
01M019,20190521,254,19,235,0
01M019,20190522,254,16,238,0
01M019,20190523,253,22,231,0
01M019,20190524,253,33,220,0
01M019,20190528,253,16,237,0
01M019,20190529,253,19,234,0
01M019,20190530,253,11,242,0
01M019,20190531,253,22,231,0
01M019,20190603,253,29,224,0
01M019,20190605,253,16,237,0
01M019,20190607,253,24,229,0
01M019,20190610,253,29,224,0
01M019,20190612,253,23,230,0
01M019,20190613,253,26,227,0
01M019,20190614,253,34,219,0
01M019,20190617,253,28,225,0
01M019,20190618,253,31,222,0
01M019,20190619,253,31,222,0
01M019,20190620,253,34,219,0
01M019,20190621,253,51,202,0
01M019,20190624,253,58,195,0
01M019,20190625,253,55,198,0
01M019,20190626,253,79,174,0
01M020,20180905,483,38,445,0
01M020,20180906,485,26,459,0
01M020,20180907,482,32,450,0
01M020,20180912,481,17,464,0
01M020,20180913,479,16,463,0
01M020,20180914,480,29,451,0
01M020,20180917,482,27,455,0
01M020,20180918,483,21,462,0
01M020,20180920,485,25,460,0
01M020,20180921,486,26,460,0
01M020,20180924,487,24,463,0
01M020,20180925,487,50,437,0
01M020,20180926,487,24,463,0
01M020,20180927,487,28,459,0
01M020,20180928,486,25,461,0
01M020,20181001,483,28,455,0
01M020,20181002,482,21,461,0
01M020,20181003,482,20,462,0
01M020,20181004,483,34,449,0
01M020,20181005,482,33,449,0
01M020,20181009,481,23,458,0
01M020,20181010,483,31,452,0
01M020,20181011,482,37,445,0
01M020,20181012,482,47,435,0
01M020,20181015,483,25,458,0
01M020,20181016,483,25,458,0
01M020,20181017,483,39,444,0
01M020,20181018,483,46,437,0
01M020,20181019,483,32,451,0
01M020,20181022,484,32,452,0
01M020,20181023,482,28,454,0
01M020,20181024,482,26,456,0
01M020,20181025,482,19,463,0
01M020,20181026,482,36,446,0
01M020,20181029,483,34,449,0
01M020,20181030,481,33,448,0
01M020,20181031,481,36,445,0
01M020,20181101,481,40,441,0
01M020,20181102,482,43,439,0
01M020,20181105,482,31,451,0
01M020,20181107,483,24,459,0
01M020,20181108,483,33,450,0
01M020,20181109,484,29,455,0
01M020,20181113,482,36,446,0
01M020,20181114,482,24,458,0
01M020,20181115,482,99,383,0
01M020,20181116,482,75,407,0
01M020,20181119,482,31,451,0
01M020,20181120,482,30,452,0
01M020,20181121,482,46,436,0
01M020,20181126,484,29,455,0
01M020,20181127,484,28,456,0
01M020,20181128,484,31,453,0
01M020,20181129,484,33,451,0
01M020,20181130,483,31,452,0
01M020,20181203,483,32,451,0
01M020,20181204,483,31,452,0
01M020,20181205,483,28,455,0
01M020,20181206,483,22,461,0
01M020,20181207,483,49,434,0
01M020,20181210,483,34,449,0
01M020,20181211,483,26,457,0
01M020,20181212,483,28,455,0
01M020,20181213,483,44,439,0
01M020,20181214,483,50,433,0
01M020,20181217,483,31,452,0
01M020,20181218,483,34,449,0
01M020,20181219,485,38,447,0
01M020,20181220,485,38,447,0
01M020,20181221,485,62,423,0
01M020,20190102,486,65,421,0
01M020,20190103,486,43,443,0
01M020,20190104,485,51,434,0
01M020,20190107,483,31,452,0
01M020,20190108,482,36,446,0
01M020,20190109,482,25,457,0
01M020,20190110,483,51,432,0
01M020,20190111,484,53,431,0
01M020,20190114,485,40,445,0
01M020,20190115,485,32,453,0
01M020,20190116,485,28,457,0
01M020,20190117,485,36,449,0
01M020,20190118,485,65,420,0
01M020,20190122,485,60,425,0
01M020,20190123,485,27,458,0
01M020,20190124,485,48,437,0
01M020,20190125,485,46,439,0
01M020,20190128,485,32,453,0
01M020,20190129,485,32,453,0
01M020,20190130,484,38,446,0
01M020,20190131,482,170,312,0
01M020,20190201,482,54,428,0
01M020,20190204,480,47,433,0
01M020,20190206,480,28,452,0
01M020,20190207,480,32,448,0
01M020,20190208,482,39,443,0
01M020,20190211,482,43,439,0
01M020,20190212,481,71,410,0
01M020,20190213,481,39,442,0
01M020,20190214,481,23,458,0
01M020,20190215,481,45,436,0
01M020,20190225,481,36,445,0
01M020,20190226,481,39,442,0
01M020,20190227,480,29,451,0
01M020,20190228,479,28,451,0
01M020,20190301,479,53,426,0
01M020,20190305,479,41,438,0
01M020,20190306,479,34,445,0
01M020,20190307,479,33,446,0
01M020,20190308,479,36,443,0
01M020,20190311,479,31,448,0
01M020,20190312,479,27,452,0
01M020,20190313,479,44,435,0
01M020,20190314,478,91,387,0
01M020,20190315,478,22,456,0
01M020,20190318,478,29,449,0
01M020,20190319,477,32,445,0
01M020,20190320,478,29,449,0
01M020,20190321,477,35,442,0
01M020,20190322,476,51,425,0
01M020,20190325,475,23,452,0
01M020,20190326,475,25,450,0
01M020,20190327,475,35,440,0
01M020,20190328,475,23,452,0
01M020,20190329,475,23,452,0
01M020,20190401,475,25,450,0
01M020,20190402,474,18,456,0
01M020,20190403,475,20,455,0
01M020,20190404,475,33,442,0
01M020,20190405,475,29,446,0
01M020,20190408,476,30,446,0
01M020,20190409,476,26,450,0
01M020,20190410,476,24,452,0
01M020,20190411,477,30,447,0
01M020,20190412,477,38,439,0
01M020,20190415,477,46,431,0
01M020,20190416,477,37,440,0
01M020,20190417,478,36,442,0
01M020,20190418,478,46,432,0
01M020,20190429,480,39,441,0
01M020,20190430,480,28,452,0
01M020,20190501,480,22,458,0
01M020,20190502,480,21,459,0
01M020,20190503,480,43,437,0
01M020,20190506,481,22,459,0
01M020,20190507,480,21,459,0
01M020,20190508,480,29,451,0
01M020,20190509,480,22,458,0
01M020,20190510,480,37,443,0
01M020,20190513,480,45,435,0
01M020,20190514,480,43,437,0
01M020,20190515,480,27,453,0
01M020,20190516,480,34,446,0
01M020,20190517,480,50,430,0
01M020,20190520,481,26,455,0
01M020,20190521,481,36,445,0
01M020,20190522,481,22,459,0
01M020,20190523,481,51,430,0
01M020,20190524,481,39,442,0
01M020,20190528,481,56,425,0
01M020,20190529,481,32,449,0
01M020,20190530,481,40,441,0
01M020,20190531,480,45,435,0
01M020,20190603,480,35,445,0
01M020,20190605,480,40,440,0
01M020,20190607,480,56,424,0
01M020,20190610,482,55,427,0
01M020,20190612,482,23,459,0
01M020,20190613,482,52,430,0
01M020,20190614,482,52,430,0
01M020,20190617,481,37,444,0
01M020,20190618,481,50,431,0
01M020,20190619,481,48,433,0
01M020,20190620,481,59,422,0
01M020,20190621,481,90,391,0
01M020,20190624,481,95,386,0
01M020,20190625,481,119,362,0
01M020,20190626,481,113,368,0
01M034,20180905,308,59,249,0
01M034,20180906,312,36,276,0
01M034,20180907,312,35,277,0
01M034,20180912,314,20,294,0
01M034,20180913,312,35,277,0
01M034,20180914,312,26,286,0
01M034,20180917,307,25,282,0
01M034,20180918,308,31,277,0
01M034,20180920,308,27,281,0
01M034,20180921,306,29,277,0
01M034,20180924,305,26,279,0
01M034,20180925,303,32,271,0
01M034,20180926,303,29,274,0
01M034,20180927,303,15,288,0
01M034,20180928,303,44,259,0
01M034,20181001,303,28,275,0
01M034,20181002,306,25,281,0
01M034,20181003,305,12,293,0
01M034,20181004,305,12,278,15
01M034,20181005,304,26,278,0
01M034,20181009,304,29,275,0
01M034,20181010,304,22,282,0
01M034,20181011,304,20,284,0
01M034,20181012,304,19,285,0
01M034,20181015,304,28,276,0
01M034,20181016,303,16,287,0
01M034,20181017,303,21,282,0
01M034,20181018,303,23,280,0
01M034,20181019,303,21,282,0
01M034,20181022,303,31,272,0
01M034,20181023,303,21,282,0
01M034,20181024,303,23,280,0
01M034,20181025,303,18,285,0
01M034,20181026,303,30,273,0
01M034,20181029,304,31,273,0
01M034,20181030,305,25,280,0
01M034,20181031,305,45,260,0
01M034,20181101,305,20,285,0
01M034,20181102,305,31,274,0
01M034,20181105,305,32,273,0
01M034,20181107,305,20,285,0
01M034,20181108,305,19,286,0
01M034,20181109,305,36,269,0
01M034,20181113,305,30,275,0
01M034,20181114,305,21,284,0
01M034,20181115,305,82,223,0
01M034,20181116,305,57,248,0
01M034,20181119,307,20,287,0
01M034,20181120,307,17,290,0
01M034,20181121,307,55,252,0
01M034,20181126,307,25,282,0
01M034,20181127,308,19,289,0
01M034,20181128,308,21,287,0
01M034,20181129,308,18,290,0
01M034,20181130,308,24,283,1
01M034,20181203,306,30,275,1
01M034,20181204,306,31,275,0
01M034,20181205,306,26,280,0
01M034,20181206,307,27,280,0
01M034,20181207,306,28,278,0
01M034,20181210,306,25,281,0
01M034,20181211,306,28,278,0
01M034,20181212,306,28,278,0
01M034,20181213,306,21,284,1
01M034,20181214,306,21,284,1
01M034,20181217,307,39,268,0
01M034,20181218,307,33,274,0
01M034,20181219,307,23,283,1
01M034,20181220,307,39,268,0
01M034,20181221,307,58,249,0
01M034,20190102,308,50,258,0
01M034,20190103,308,23,285,0
01M034,20190104,308,25,283,0
01M034,20190107,307,30,277,0
01M034,20190108,308,32,276,0
01M034,20190109,308,18,290,0
01M034,20190110,308,20,288,0
01M034,20190111,308,30,278,0
01M034,20190114,308,34,274,0
01M034,20190115,308,22,286,0
01M034,20190116,308,26,282,0
01M034,20190117,308,17,291,0
01M034,20190118,308,44,264,0
01M034,20190122,308,60,248,0
01M034,20190123,308,41,267,0
01M034,20190124,308,40,268,0
01M034,20190125,308,27,281,0
01M034,20190128,308,36,272,0
01M034,20190129,308,31,277,0
01M034,20190130,308,18,290,0
01M034,20190131,308,165,143,0
01M034,20190201,308,39,269,0
01M034,20190204,308,23,285,0
01M034,20190206,309,15,294,0
01M034,20190207,311,15,296,0
01M034,20190208,311,29,282,0
01M034,20190211,311,22,289,0
01M034,20190212,311,60,251,0
01M034,20190213,311,24,287,0
01M034,20190214,311,28,283,0
01M034,20190215,311,28,283,0
01M034,20190225,311,40,271,0
01M034,20190226,310,24,286,0
01M034,20190227,310,29,281,0
01M034,20190228,312,33,279,0
01M034,20190301,312,46,266,0
01M034,20190305,312,40,272,0
01M034,20190306,311,28,283,0
01M034,20190307,311,23,288,0
01M034,20190308,311,24,287,0
01M034,20190311,309,42,267,0
01M034,20190312,309,31,278,0
01M034,20190313,309,39,270,0
01M034,20190314,309,84,225,0
01M034,20190315,309,43,266,0
01M034,20190318,309,27,282,0
01M034,20190319,309,35,274,0
01M034,20190320,309,29,280,0
01M034,20190321,309,24,285,0
01M034,20190322,309,43,266,0
01M034,20190325,312,19,293,0
01M034,20190326,312,22,290,0
01M034,20190327,312,22,290,0
01M034,20190328,312,34,278,0
01M034,20190329,312,22,290,0
01M034,20190401,312,38,274,0
01M034,20190402,312,15,297,0
01M034,20190403,312,18,294,0
01M034,20190404,312,40,272,0
01M034,20190405,312,36,276,0
01M034,20190408,309,32,277,0
01M034,20190409,309,29,280,0
01M034,20190410,309,31,261,17
01M034,20190411,309,20,289,0
01M034,20190412,309,44,265,0
01M034,20190415,309,36,273,0
01M034,20190416,308,21,287,0
01M034,20190417,309,39,270,0
01M034,20190418,309,47,262,0
01M034,20190429,310,33,277,0
01M034,20190430,310,28,282,0
01M034,20190501,310,27,283,0
01M034,20190502,311,18,293,0
01M034,20190503,311,42,269,0
01M034,20190506,313,30,283,0
01M034,20190507,314,34,280,0
01M034,20190508,313,24,289,0
01M034,20190509,311,30,281,0
01M034,20190510,311,29,282,0
01M034,20190513,311,48,263,0
01M034,20190514,311,30,281,0
01M034,20190515,311,34,277,0
01M034,20190516,311,37,274,0
01M034,20190517,311,41,270,0
01M034,20190520,311,44,267,0
01M034,20190521,311,23,288,0
01M034,20190522,311,46,265,0
01M034,20190523,311,54,257,0
01M034,20190524,311,34,277,0
01M034,20190528,311,50,261,0
01M034,20190529,312,27,285,0
01M034,20190530,312,36,276,0
01M034,20190531,312,59,253,0
01M034,20190603,312,37,275,0
01M034,20190605,312,48,264,0
01M034,20190607,312,47,265,0
01M034,20190610,312,60,252,0
01M034,20190612,312,34,278,0
01M034,20190613,312,55,257,0
01M034,20190614,312,73,239,0
01M034,20190617,310,55,255,0
01M034,20190618,310,66,244,0
01M034,20190619,310,62,248,0
01M034,20190620,310,96,214,0
01M034,20190621,310,101,209,0
01M034,20190624,310,106,204,0
01M034,20190625,310,166,144,0
01M034,20190626,310,125,185,0
01M063,20180905,220,11,209,0
01M063,20180906,223,14,209,0
01M063,20180907,225,9,216,0
01M063,20180912,226,11,215,0
01M063,20180913,228,13,215,0
01M063,20180914,229,16,213,0
01M063,20180917,231,17,214,0
01M063,20180918,232,14,218,0
01M063,20180920,232,6,226,0
01M063,20180921,231,17,214,0
01M063,20180924,231,13,218,0
01M063,20180925,231,14,217,0
01M063,20180926,231,5,226,0
01M063,20180927,231,14,217,0
01M063,20180928,231,46,185,0
01M063,20181001,232,21,211,0
01M063,20181002,231,23,208,0
01M063,20181003,231,13,218,0
01M063,20181004,231,13,218,0
01M063,20181005,231,16,215,0
01M063,20181009,231,15,216,0
01M063,20181010,231,8,223,0
01M063,20181011,231,17,214,0
01M063,20181012,231,18,213,0
01M063,20181015,231,16,215,0
01M063,20181016,231,11,220,0
01M063,20181017,231,14,217,0
01M063,20181018,231,16,215,0
01M063,20181019,231,19,212,0
01M063,20181022,230,18,212,0
01M063,20181023,230,9,221,0
01M063,20181024,230,10,220,0
01M063,20181025,230,14,216,0
01M063,20181026,230,38,192,0
01M063,20181029,230,19,211,0
01M063,20181030,230,17,213,0
01M063,20181031,230,13,217,0
01M063,20181101,230,24,206,0
01M063,20181102,230,24,206,0
01M063,20181105,230,20,210,0
01M063,20181107,230,11,219,0
01M063,20181108,230,11,219,0
01M063,20181109,230,24,206,0
01M063,20181113,229,25,204,0
01M063,20181114,229,17,212,0
01M063,20181115,229,48,181,0
01M063,20181116,229,32,197,0
01M063,20181119,228,14,214,0
01M063,20181120,228,15,213,0
01M063,20181121,228,37,191,0
01M063,20181126,228,25,203,0
01M063,20181127,228,14,214,0
01M063,20181128,228,14,214,0
01M063,20181129,228,9,219,0
01M063,20181130,228,21,207,0
01M063,20181203,228,20,208,0
01M063,20181204,228,20,208,0
01M063,20181205,228,9,219,0
01M063,20181206,230,10,220,0
01M063,20181207,228,13,215,0
01M063,20181210,227,19,208,0
01M063,20181211,227,16,211,0
01M063,20181212,227,15,212,0
01M063,20181213,227,23,204,0
01M063,20181214,227,52,175,0
01M063,20181217,231,25,206,0
01M063,20181218,230,25,205,0
01M063,20181219,230,17,213,0
01M063,20181220,231,31,200,0
01M063,20181221,231,45,186,0
01M063,20190102,231,42,189,0
01M063,20190103,229,20,209,0
01M063,20190104,229,23,206,0
01M063,20190107,229,26,203,0
01M063,20190108,229,19,210,0
01M063,20190109,229,9,220,0
01M063,20190110,229,10,219,0
01M063,20190111,229,19,210,0
01M063,20190114,230,35,195,0
01M063,20190115,230,18,212,0
01M063,20190116,230,25,205,0
01M063,20190117,230,29,201,0
01M063,20190118,230,42,188,0
01M063,20190122,230,44,186,0
01M063,20190123,231,25,206,0
01M063,20190124,231,17,214,0
01M063,20190125,231,18,213,0
01M063,20190128,232,12,220,0
01M063,20190129,235,16,219,0
01M063,20190130,235,11,224,0
01M063,20190131,235,70,165,0
01M063,20190201,235,42,193,0
01M063,20190204,235,16,219,0
01M063,20190206,235,12,223,0
01M063,20190207,235,13,222,0
01M063,20190208,235,16,219,0
01M063,20190211,235,13,222,0
01M063,20190212,235,26,209,0
01M063,20190213,235,17,192,26
01M063,20190214,235,16,219,0
01M063,20190215,235,24,211,0
01M063,20190225,234,17,217,0
01M063,20190226,235,13,222,0
01M063,20190227,235,16,219,0
01M063,20190228,235,14,221,0
01M063,20190301,235,20,215,0
01M063,20190305,235,10,225,0
01M063,20190306,235,19,216,0
01M063,20190307,233,29,204,0
01M063,20190308,233,26,207,0
01M063,20190311,233,16,217,0
01M063,20190312,233,24,209,0
01M063,20190313,233,14,219,0
01M063,20190314,233,51,182,0
01M063,20190315,233,14,219,0
01M063,20190318,233,12,221,0
01M063,20190319,233,16,217,0
01M063,20190320,233,19,214,0
01M063,20190321,233,17,216,0
01M063,20190322,233,27,206,0
01M063,20190325,233,17,216,0
01M063,20190326,233,24,209,0
01M063,20190327,233,17,216,0
01M063,20190328,233,13,220,0
01M063,20190329,233,46,187,0
01M063,20190401,232,14,218,0
01M063,20190402,232,13,219,0
01M063,20190403,232,12,220,0
01M063,20190404,232,17,215,0
01M063,20190405,232,12,220,0
01M063,20190408,232,24,208,0
01M063,20190409,232,25,207,0
01M063,20190410,232,24,208,0
01M063,20190411,232,20,212,0
01M063,20190412,232,24,208,0
01M063,20190415,232,23,209,0
01M063,20190416,232,11,221,0
01M063,20190417,232,12,220,0
01M063,20190418,232,27,205,0
01M063,20190429,230,15,215,0
01M063,20190430,230,17,213,0
01M063,20190501,231,23,208,0
01M063,20190502,231,14,217,0
01M063,20190503,231,19,212,0
01M063,20190506,231,18,213,0
01M063,20190507,230,17,213,0
01M063,20190508,230,19,211,0
01M063,20190509,230,12,218,0
01M063,20190510,230,52,178,0
01M063,20190513,230,26,204,0
01M063,20190514,230,18,212,0
01M063,20190515,230,16,214,0
01M063,20190517,230,27,203,0
01M063,20190520,230,13,217,0
01M063,20190521,230,21,209,0
01M063,20190522,230,19,211,0
01M063,20190523,230,16,214,0
01M063,20190524,230,34,196,0
01M063,20190528,230,15,215,0
01M063,20190529,230,15,215,0
01M063,20190530,231,7,224,0
